step,location,timezero,date,pred_median,pred_95_lb,pred_80_lb,pred_50_lb,pred_50_ub,pred_80_ub,pred_95_ub,na_value_count
1,Berlin,2015-07-05,2015-07-12,-0.0465980029025448,-0.140807264626701,-0.129011822533927,-0.0793518760030387,-0.01365551829913,0.0306151108195275,0.044771012971555,0
2,Berlin,2015-07-05,2015-07-19,-0.0514889451267992,-0.142965081917858,-0.131113990326421,-0.082904154923234,-0.0217994758653945,0.0217668763152946,0.0351729482547338,0
3,Berlin,2015-07-05,2015-07-26,-0.013983879663433,-0.0999604865749138,-0.0871724488263729,-0.0450728729289155,0.0176494431814265,0.0654635616947435,0.0786292646302112,0
4,Berlin,2015-07-05,2015-08-02,0.0314187430379047,-0.060123423064774,-0.0458645775482051,-0.000647967529056409,0.0611176842313755,0.10435473707234,0.123833395872748,0
5,Berlin,2015-07-05,2015-08-09,0.0595360125310037,-0.0295502486788631,-0.0157287091649931,0.0268459541285621,0.0941475832369069,0.146525277142914,0.165686728173365,0
6,Berlin,2015-07-05,2015-08-16,0.0654161243089502,-0.0220315722751518,-0.0111761362470582,0.0322674660953148,0.0984141339766217,0.151106785054949,0.169028037743588,0
1,Brandenburg,2015-07-05,2015-07-12,-0.0259254160809376,-0.186375246752069,-0.168106584179601,-0.0887788782895548,0.0361874005534076,0.123876918455853,0.148291609031372,0
2,Brandenburg,2015-07-05,2015-07-19,-0.00596579053828833,-0.152810002869976,-0.127284913162182,-0.061809100585774,0.0502037163284624,0.131907740573141,0.168377290632415,0
3,Brandenburg,2015-07-05,2015-07-26,0.0140908274310311,-0.134239486584979,-0.109970791019641,-0.0430496902540237,0.0722326387537928,0.166429364684557,0.207031644106688,0
4,Brandenburg,2015-07-05,2015-08-02,0.0252687844958722,-0.136354890101707,-0.10803279292228,-0.0331347264922413,0.0818357092201367,0.163363482374533,0.196823106531418,0
5,Brandenburg,2015-07-05,2015-08-09,0.016166833019123,-0.13387915524536,-0.113533594368086,-0.0385403967959235,0.0730635575981189,0.156200136592983,0.187197099712089,0
6,Brandenburg,2015-07-05,2015-08-16,0.00314758979416863,-0.156408156018509,-0.135205367486311,-0.0535255571808002,0.0597093109447746,0.154211299859421,0.181671586010675,0
1,Bremen,2015-07-05,2015-07-12,0.202965509176244,-0.107305063553175,-0.0701577527353298,0.0876908675500708,0.329199213024145,0.548907613120389,0.604440012739278,0
2,Bremen,2015-07-05,2015-07-19,0.0732955677623718,-0.170611485523934,-0.137873019268752,-0.0157427722658602,0.169933773048344,0.319435737900812,0.39529331947654,0
3,Bremen,2015-07-05,2015-07-26,-0.0226685924341558,-0.241448450778483,-0.218271848010695,-0.110344553379467,0.0710784729922136,0.210306069058992,0.266493384181319,0
4,Bremen,2015-07-05,2015-08-02,-0.093738483533733,-0.307795279414639,-0.269214044987677,-0.171701435839826,0.00052323023679951,0.162206101825194,0.208705829360354,0
5,Bremen,2015-07-05,2015-08-09,-0.147664148922369,-0.351624290818861,-0.323797845406005,-0.222086024403577,-0.0558356190394604,0.0859661197819463,0.14458820649425,0
6,Bremen,2015-07-05,2015-08-16,-0.176839070953705,-0.380205482338845,-0.355132058676346,-0.256525335389347,-0.0864431452038924,0.055822375288305,0.103201245619809,0
1,Hamburg,2015-07-05,2015-07-12,0.46029648804749,-0.203766381970019,-0.123940536626082,0.164155174418165,0.795924451115024,1.46253755127662,1.70038214204216,0
2,Hamburg,2015-07-05,2015-07-19,0.154092012718914,-0.29536086365695,-0.213972583424748,-0.0332565689428368,0.365940385987205,0.709493956846042,0.841223018373146,0
3,Hamburg,2015-07-05,2015-07-26,-0.0503420142710557,-0.440840953970501,-0.390805711025369,-0.206492815698368,0.159471686314091,0.562538025775456,0.709544777367254,0
4,Hamburg,2015-07-05,2015-08-02,-0.154639446037786,-0.53592530417607,-0.499479838709721,-0.319977181321983,0.0202767385574623,0.424216116599145,0.535791740379732,0
5,Hamburg,2015-07-05,2015-08-09,-0.24646696011172,-0.6174750832751,-0.568318181234447,-0.402932501679429,-0.0464104199534042,0.323304177711661,0.46137520592519,0
6,Hamburg,2015-07-05,2015-08-16,-0.295078905058284,-0.652570760473752,-0.598260931798363,-0.441722330298353,-0.115766046038128,0.236773907090984,0.397652592036402,0
1,Hesse,2015-07-05,2015-07-12,0.00730399551197325,-0.0464258747753045,-0.0402941490655553,-0.0123713033322371,0.0281603582383865,0.054787037729676,0.0627610240308766,0
2,Hesse,2015-07-05,2015-07-19,-0.000776442835125235,-0.0536961899125821,-0.0434450117432789,-0.0184499914144017,0.0167995476243293,0.0425184555732688,0.0515903962678847,0
3,Hesse,2015-07-05,2015-07-26,-0.00350159326070626,-0.0519339570240116,-0.0454551985914265,-0.0190855557451645,0.0157775161598236,0.0408223230565514,0.0483977409904831,0
4,Hesse,2015-07-05,2015-08-02,0.000169122385570986,-0.0455420501237083,-0.0393004189811649,-0.0175102657986295,0.0177995031454302,0.0445624847447953,0.0537064731420625,0
5,Hesse,2015-07-05,2015-08-09,0.00610365992835049,-0.0420848036054947,-0.0332839633366311,-0.0104662451419619,0.0240103885515334,0.0507122696771429,0.0569651547951012,0
6,Hesse,2015-07-05,2015-08-16,0.0105324438681094,-0.0396589829537695,-0.0324046912324443,-0.00694547656012787,0.0278747041283672,0.0577400408440307,0.0654318945513268,0
1,Mecklenburg-Vorpommern,2015-07-05,2015-07-12,0.0301605811982258,-0.121847877088605,-0.0956488133660372,-0.0225327556295498,0.0893421226955647,0.173711513845373,0.203227795050862,0
2,Mecklenburg-Vorpommern,2015-07-05,2015-07-19,0.0376647331684199,-0.127667507087489,-0.102070087908987,-0.0205265848362882,0.102039950123618,0.189724867157148,0.216499070885319,0
3,Mecklenburg-Vorpommern,2015-07-05,2015-07-26,0.0178234970522457,-0.146785201687048,-0.123341935569424,-0.0413512437716353,0.0874648900438934,0.179395352139339,0.217056092027025,0
4,Mecklenburg-Vorpommern,2015-07-05,2015-08-02,-0.00324835148025693,-0.171762175976487,-0.148125886439799,-0.0670216099818346,0.0617393506618043,0.151699734639024,0.184996084724336,0
5,Mecklenburg-Vorpommern,2015-07-05,2015-08-09,-0.0228782239654645,-0.181716024287897,-0.156430270339583,-0.0825931065647351,0.0472396738553483,0.162352899954552,0.200371044544931,0
6,Mecklenburg-Vorpommern,2015-07-05,2015-08-16,-0.0327246110396672,-0.19909002805171,-0.173561932607706,-0.0939759081770934,0.0397070285297289,0.165233189437003,0.214695702869984,0
1,Lower Saxony,2015-07-05,2015-07-12,0.0222928075634736,-0.117329898322822,-0.0998122510056953,-0.0257237092702599,0.0714910056716787,0.160550633034985,0.190425385013054,0
2,Lower Saxony,2015-07-05,2015-07-19,0.0124199257901003,-0.108011099039341,-0.0900784940412922,-0.0287199574576965,0.0527439448804808,0.118372260322953,0.138892493992579,0
3,Lower Saxony,2015-07-05,2015-07-26,-0.00649015884953025,-0.130470606036803,-0.112039917460661,-0.048786258229859,0.0367176206369245,0.105015789679091,0.128182212908613,0
4,Lower Saxony,2015-07-05,2015-08-02,-0.0104908100423525,-0.114904203777737,-0.0999512219950458,-0.0496370655296252,0.0289776749534412,0.0954306020097484,0.124822235406033,0
5,Lower Saxony,2015-07-05,2015-08-09,0.00307551266201367,-0.111061468493688,-0.0913863529217687,-0.0399762134122603,0.0459070776330361,0.105105191140321,0.138006889139246,0
6,Lower Saxony,2015-07-05,2015-08-16,0.00863995487746338,-0.100438511286881,-0.0810894988305399,-0.0297483979833117,0.0491689357415069,0.111259110937169,0.140793128913391,0
1,North Rhine-Westphalia,2015-07-05,2015-07-12,0.221860821602633,-0.0979912347435288,-0.055149256550071,0.105646767624455,0.366375884911511,0.623968014939501,0.701278912559105,0
2,North Rhine-Westphalia,2015-07-05,2015-07-19,0.0871440357630123,-0.182749314128672,-0.138128184842418,-0.0197729559033403,0.19566059015166,0.386485485335473,0.447685947300099,0
3,North Rhine-Westphalia,2015-07-05,2015-07-26,-0.0159628707542078,-0.256788706937491,-0.22480165431858,-0.112105040392946,0.0849704417944994,0.27352487656566,0.322255934152861,0
4,North Rhine-Westphalia,2015-07-05,2015-08-02,-0.095068206943587,-0.337595419164587,-0.301086631362401,-0.183319652532458,0.00993632130636868,0.18077570572137,0.22373625320535,0
5,North Rhine-Westphalia,2015-07-05,2015-08-09,-0.1449437566129,-0.386598364003921,-0.353190953372271,-0.241298483054828,-0.0361855837227837,0.120432652645733,0.163554998972006,0
6,North Rhine-Westphalia,2015-07-05,2015-08-16,-0.181289378521898,-0.426685529502544,-0.389143229509516,-0.267455773842624,-0.0768213753742618,0.0745802456655883,0.126968951132517,0
1,Rhineland-Palatinate,2015-07-05,2015-07-12,0.00105943072503323,-0.00846021093405142,-0.00742777518235218,-0.00241591855287895,0.00441563333713058,0.00963593481305508,0.0109791933344687,0
2,Rhineland-Palatinate,2015-07-05,2015-07-19,-0.000502808565097712,-0.00685939904723151,-0.00591427511384505,-0.00268411842820226,0.00180762680578528,0.0046919999806151,0.00589206752274756,0
3,Rhineland-Palatinate,2015-07-05,2015-07-26,0.000175073927968672,-0.00490607732198535,-0.00404607960004732,-0.00149130528242675,0.00189493551352132,0.00427754384376651,0.00488255407779603,0
4,Rhineland-Palatinate,2015-07-05,2015-08-02,-2.0230508996133e-05,-0.00500567170369517,-0.00395100290791807,-0.00156928155599986,0.00165577200861011,0.00410777167587796,0.00519879916075508,0
5,Rhineland-Palatinate,2015-07-05,2015-08-09,9.68463753430182e-05,-0.00598501441727825,-0.00501928861546176,-0.00198511628350206,0.0021736187871042,0.00510628359994282,0.00639820650914259,0
6,Rhineland-Palatinate,2015-07-05,2015-08-16,0.0016283216157883,-0.0080372096648892,-0.00595299651870932,-0.00163306542024252,0.00476569502127089,0.00903577417705159,0.0101852823189812,0
1,Saarland,2015-07-05,2015-07-12,0.200210186449518,-0.173304339320152,-0.122375409146283,0.0525267778560038,0.359225189651727,0.644542997199732,0.741986448088167,0
2,Saarland,2015-07-05,2015-07-19,0.0961180252631854,-0.194134376540149,-0.153590286143629,-0.0126640561941158,0.214253094627162,0.409198897775369,0.49069378076817,0
3,Saarland,2015-07-05,2015-07-26,0.00925905403096916,-0.265374898085625,-0.227562365950591,-0.102498562780186,0.131022411510068,0.297971765868844,0.366607112456203,0
4,Saarland,2015-07-05,2015-08-02,-0.0608651201258511,-0.362247837278767,-0.314176337870178,-0.159087489237029,0.0751534197986302,0.257679171184464,0.355466857711201,0
5,Saarland,2015-07-05,2015-08-09,-0.102159957561912,-0.391315194831836,-0.350594908598337,-0.225250107700274,0.0277647995808532,0.235954184978702,0.326136584852776,0
6,Saarland,2015-07-05,2015-08-16,-0.131706399835404,-0.4237816241879,-0.364633263466277,-0.243152087733247,-0.01276532617147,0.226119120368987,0.308292357738423,0
1,Saxony,2015-07-05,2015-07-12,0.0604435555997426,-0.213547233516062,-0.184366312991153,-0.0564346938644772,0.171208311430861,0.343034666443952,0.39975067253729,0
2,Saxony,2015-07-05,2015-07-19,0.111489057190938,-0.213618083033881,-0.170716022822156,-0.00223320354850307,0.25142070271369,0.488106908141034,0.564791554768912,0
3,Saxony,2015-07-05,2015-07-26,0.0930155395039464,-0.181696043059987,-0.130064875749635,-0.0048969024097833,0.198813385710992,0.376362639870255,0.432757010646715,0
4,Saxony,2015-07-05,2015-08-02,0.0336414678290176,-0.183905251373619,-0.149654369690241,-0.046869764760583,0.115359629605605,0.249748911132151,0.301238781487857,0
5,Saxony,2015-07-05,2015-08-09,-0.0345989628833301,-0.250586063713989,-0.221846719866106,-0.117261925239252,0.0660224605513635,0.22019236849622,0.269874199153513,0
6,Saxony,2015-07-05,2015-08-16,-0.0668007777031862,-0.312867437691507,-0.28262950972043,-0.164006599483764,0.0293684478760908,0.198158660073307,0.252666101415281,0
1,Saxony-Anhalt,2015-07-05,2015-07-12,0.392875716781868,-0.325759664610611,-0.274576152106511,0.0490509541521222,0.786309248209597,1.83194244413587,2.2850491403088,0
2,Saxony-Anhalt,2015-07-05,2015-07-19,0.181482387811547,-0.368415954492169,-0.303020189678198,-0.0543211044789736,0.45642379079626,0.984981338412849,1.18615887738963,0
3,Saxony-Anhalt,2015-07-05,2015-07-26,0.0139016672003549,-0.459569112660015,-0.409336609805361,-0.196396841463207,0.244692390387348,0.712897162579166,0.933163546928527,0
4,Saxony-Anhalt,2015-07-05,2015-08-02,-0.118799045337781,-0.569154107522334,-0.526938207814479,-0.327177016130407,0.138495362061015,0.673307076870684,0.920095300471589,0
5,Saxony-Anhalt,2015-07-05,2015-08-09,-0.219504001133248,-0.651183104460228,-0.595089137114094,-0.3918197290625,0.0633887538080322,0.536538874042879,0.768254266122777,0
6,Saxony-Anhalt,2015-07-05,2015-08-16,-0.251916958413216,-0.662687111217677,-0.618662636882638,-0.447432214741994,-0.0421581708103933,0.455490525450393,0.742969171868198,0
1,Schleswig-Holstein,2015-07-05,2015-07-12,0.000169224178168781,-0.00640448190925728,-0.00527004092728371,-0.00224595400181529,0.00235967644792395,0.00563549741499646,0.0068680830341083,0
2,Schleswig-Holstein,2015-07-05,2015-07-19,4.24341315193866e-05,-0.00499475413502888,-0.00432398119705094,-0.00165144525087599,0.0018453468199745,0.00425480455090951,0.00488284621909668,0
3,Schleswig-Holstein,2015-07-05,2015-07-26,5.4186223343855e-06,-0.00447683120869211,-0.00361867415097759,-0.00137941405909831,0.00157506043117467,0.00374440576858271,0.00444589471327663,0
4,Schleswig-Holstein,2015-07-05,2015-08-02,0.000139580200805955,-0.00422065162259836,-0.00340830150967083,-0.00131704826443249,0.00147060917411856,0.00331449512985319,0.00409282389140924,0
5,Schleswig-Holstein,2015-07-05,2015-08-09,-5.01023685395285e-05,-0.00414362116361056,-0.00348493043764482,-0.00140772810565035,0.00137683359438995,0.00320864998055347,0.0038997968243186,0
6,Schleswig-Holstein,2015-07-05,2015-08-16,-0.000151333036360557,-0.00395505927468157,-0.00333435252718012,-0.00156497754126372,0.00126264705921592,0.00347648638674356,0.00413696649670515,0
1,Thuringia,2015-07-05,2015-07-12,0.0156023982548679,-0.0747482390844788,-0.0575625920084846,-0.013584551389291,0.0473660542204737,0.097639045253909,0.113986035754101,0
2,Thuringia,2015-07-05,2015-07-19,0.0188115877816025,-0.0767955236289,-0.0614797975369883,-0.0146302396987173,0.0535354004287339,0.0993716145577525,0.117344680966691,0
3,Thuringia,2015-07-05,2015-07-26,0.0165259140882535,-0.0797874973893835,-0.0684815630434753,-0.0267344647391914,0.0505997548051688,0.101822758834539,0.121694050992404,0
4,Thuringia,2015-07-05,2015-08-02,0.0106883812165873,-0.0850705565450594,-0.071501355311183,-0.023078557217383,0.0474380259652943,0.0996000170064045,0.115301812125854,0
5,Thuringia,2015-07-05,2015-08-09,0.0108944035866537,-0.0881238147823867,-0.076952758002754,-0.0245176113373724,0.0512186217439755,0.109749402636058,0.137518645295069,0
6,Thuringia,2015-07-05,2015-08-16,0.0136078917144601,-0.103219350785997,-0.0829086274104657,-0.0263514509981382,0.0545443125345905,0.112981372920745,0.129895124824697,0
1,Baden-Württemberg,2015-07-12,2015-07-19,0.000263893087292244,-0.0211843705781257,-0.0179101738788334,-0.00703359243376114,0.00763819512233449,0.0177615578988756,0.0217551307587061,0
2,Baden-Württemberg,2015-07-12,2015-07-26,0.00246529996342104,-0.0184547813326211,-0.0157203357580911,-0.00557741728011546,0.00943361305594381,0.0209456236770133,0.0238456959251311,0
3,Baden-Württemberg,2015-07-12,2015-08-02,0.00576631051236443,-0.0136957358705612,-0.0113036188430152,-0.00115677488261048,0.0129611014851986,0.0226482793463331,0.0267641427954229,0
4,Baden-Württemberg,2015-07-12,2015-08-09,0.00722181030034674,-0.0100215542642785,-0.00723079859184052,0.00183267694992822,0.0139378282923373,0.0227768526944998,0.0260326021664778,0
5,Baden-Württemberg,2015-07-12,2015-08-16,0.00756234227797714,-0.00659709493512613,-0.00463370714473979,0.0025719774750988,0.013126844404878,0.0213184739642298,0.0237255547764083,0
6,Baden-Württemberg,2015-07-12,2015-08-23,0.00456255747346657,-0.00757776769417634,-0.00582841335327441,0.000629469919482928,0.00930555652613185,0.016180131028313,0.0183513257673424,0
1,Bavaria,2015-07-12,2015-07-19,-0.0644464056361204,-0.140631871481491,-0.129251930589435,-0.0931842783263697,-0.0377364996608263,0.00567436296931012,0.0202471052058815,0
2,Bavaria,2015-07-12,2015-07-26,-0.0193192043976524,-0.0989347535647281,-0.084268565516357,-0.0462114635970327,0.00921408163643783,0.0558424652322504,0.07398536363716,0
3,Bavaria,2015-07-12,2015-08-02,0.040915288622822,-0.0459619686231423,-0.0348992666466531,0.0106195411876772,0.0705941842514858,0.112275609304385,0.12442825337539,0
4,Bavaria,2015-07-12,2015-08-09,0.0726430130175466,-0.0240448260736062,-0.00688191879199554,0.0386376313840026,0.106230853856258,0.156839348376512,0.167296571467969,0
5,Bavaria,2015-07-12,2015-08-16,0.0742868039938318,-0.0201156938455134,-0.00654093421096936,0.0375405830479099,0.110579503208383,0.162622613828174,0.18031222901994,0
6,Bavaria,2015-07-12,2015-08-23,0.0506228151484781,-0.0520096543404733,-0.0360293680372374,0.0179968298163229,0.0856861213497842,0.14175744512338,0.159035594399243,0
1,Berlin,2015-07-12,2015-07-19,-0.0527313938773716,-0.138063421923135,-0.123445082278125,-0.0850117276889482,-0.0163516797184126,0.033136260700353,0.047986436345611,0
2,Berlin,2015-07-12,2015-07-26,-0.0162867722556777,-0.099867255756412,-0.0918413320042596,-0.0450454000779659,0.0149256139739062,0.0589175694890471,0.0705877225593766,0
3,Berlin,2015-07-12,2015-08-02,0.0265618614927952,-0.0608904074553205,-0.0461772746408631,-0.00105000929640292,0.05857114214788,0.103197934665523,0.118295834294026,0
4,Berlin,2015-07-12,2015-08-09,0.0635700301212971,-0.0341957970519681,-0.0204693426849683,0.0307188037794729,0.0998005321012376,0.145780040533641,0.161374111179884,0
5,Berlin,2015-07-12,2015-08-16,0.0675031749180022,-0.0307163344767975,-0.011910569816952,0.0349715520190297,0.0994609810122206,0.150713947759098,0.163249500229946,0
6,Berlin,2015-07-12,2015-08-23,0.0491237324362584,-0.0435425399168681,-0.0292354371531736,0.0174419020552612,0.0783676872597803,0.123209955377411,0.140931936630942,0
1,Brandenburg,2015-07-12,2015-07-19,-0.0112802778032873,-0.163856547593445,-0.131117839917608,-0.0603941870930746,0.0441173192516405,0.137528921131924,0.172533806022992,0
2,Brandenburg,2015-07-12,2015-07-26,0.0164163577821932,-0.13655305287941,-0.118163044372455,-0.0386017266092322,0.0754423424674111,0.165471532247628,0.190876815358289,0
3,Brandenburg,2015-07-12,2015-08-02,0.0229955376746601,-0.129952223368778,-0.103847431321336,-0.0320446859139988,0.0850126494684977,0.173007387116108,0.198456975037774,0
4,Brandenburg,2015-07-12,2015-08-09,0.0120137397510881,-0.13469344040754,-0.118929183489377,-0.0472973190994238,0.0656206509118047,0.155915071188367,0.187177672405726,0
5,Brandenburg,2015-07-12,2015-08-16,-0.0026870991251195,-0.15224776918291,-0.131119814268806,-0.0576187092661875,0.0568427086786311,0.151335659297762,0.180446452487308,0
6,Brandenburg,2015-07-12,2015-08-23,-0.00346133999092219,-0.158103657996681,-0.14046009883634,-0.0622948520413949,0.0538462721121281,0.154635693118074,0.188124758252212,0
1,Bremen,2015-07-12,2015-07-19,0.0665441717530965,-0.163887554684621,-0.136643883075012,-0.0193133446572183,0.164656445975744,0.328950903579306,0.409414632403211,0
2,Bremen,2015-07-12,2015-07-26,-0.0266320519808059,-0.248126569791362,-0.215867713376634,-0.109139231026859,0.068784756103532,0.219606944352586,0.264765843854028,0
3,Bremen,2015-07-12,2015-08-02,-0.0977804531042706,-0.312653117356674,-0.286316110464421,-0.172573983485412,-0.00602985478037457,0.14620241275868,0.181444234610982,0
4,Bremen,2015-07-12,2015-08-09,-0.147983077627104,-0.365060414781779,-0.34039240502177,-0.230210704536027,-0.0495895758503459,0.0828444217778655,0.147438227146062,0
5,Bremen,2015-07-12,2015-08-16,-0.181938047816056,-0.400129828368107,-0.363177736304632,-0.259957680650179,-0.0937393269272911,0.0413537964136057,0.0920216665089004,0
6,Bremen,2015-07-12,2015-08-23,-0.191666586868861,-0.409261331300103,-0.371414544453883,-0.275644034386652,-0.107903508862317,0.0436744004573521,0.0935492565888002,0
1,Hamburg,2015-07-12,2015-07-19,0.146250359784549,-0.287990983176341,-0.236525352937998,-0.0250015669793905,0.364338414280585,0.724839876798728,0.867403099674547,0
2,Hamburg,2015-07-12,2015-07-26,-0.0311735000828031,-0.419138298377736,-0.367087078393032,-0.194460235693259,0.176070642379271,0.55739719100451,0.69829819310417,0
3,Hamburg,2015-07-12,2015-08-02,-0.170544962849976,-0.563141259756048,-0.506709820501248,-0.319082274099031,0.0421265600219118,0.440509351522824,0.562412732850022,0
4,Hamburg,2015-07-12,2015-08-09,-0.253649381492221,-0.638939521407054,-0.583167925182373,-0.407033707756638,-0.038763068090433,0.341012634709858,0.467657533754073,0
5,Hamburg,2015-07-12,2015-08-16,-0.286263268185597,-0.664559549155549,-0.619890272195652,-0.448155054037001,-0.108254520082566,0.233538185207626,0.34015896832762,0
6,Hamburg,2015-07-12,2015-08-23,-0.32986630909213,-0.655058192250416,-0.625347453478873,-0.462354417753368,-0.152811606415475,0.157916571815189,0.286176489603854,0
1,Hesse,2015-07-12,2015-07-19,-0.00136130896092118,-0.0500747670560143,-0.0427760460695362,-0.0188018020040167,0.0177635645378627,0.0467369176059868,0.0560590718017554,0
2,Hesse,2015-07-12,2015-07-26,-0.00393063816508815,-0.0490826414428862,-0.0424290604514749,-0.0185814071623499,0.0145866045668334,0.040850941647792,0.0493272937319295,0
3,Hesse,2015-07-12,2015-08-02,0.000930645795732876,-0.0466914896180907,-0.0405319190071537,-0.0157768673522137,0.0179046342865914,0.0443677306694037,0.0561149406568693,0
4,Hesse,2015-07-12,2015-08-09,0.00787666058935743,-0.0437042314752704,-0.0350326535261008,-0.00895242141689578,0.0232332029772974,0.0463196930564036,0.0543694617173186,0
5,Hesse,2015-07-12,2015-08-16,0.0110806977533764,-0.0400279246306734,-0.0314997115357348,-0.00512906656307505,0.0280295429839834,0.0503514186755966,0.0610958779752603,0
6,Hesse,2015-07-12,2015-08-23,0.00846447913235593,-0.0423344229490266,-0.0340878352362251,-0.0110814315602595,0.026810942762057,0.0524731188517947,0.0604226195656493,0
1,Mecklenburg-Vorpommern,2015-07-12,2015-07-19,0.0273466973069781,-0.128527418155113,-0.10509216546933,-0.0250233652709083,0.0935172389146443,0.185845061172617,0.206593927241775,0
2,Mecklenburg-Vorpommern,2015-07-12,2015-07-26,0.00914159744990317,-0.144896197167977,-0.124892892544173,-0.048943045769778,0.0765464683439903,0.177270098943705,0.208534117028906,0
3,Mecklenburg-Vorpommern,2015-07-12,2015-08-02,-0.00837728040924079,-0.175472082017872,-0.153906910593865,-0.07385355708044,0.0565366659083781,0.160318138428464,0.210070660601022,0
4,Mecklenburg-Vorpommern,2015-07-12,2015-08-09,-0.0246207834180796,-0.181304082341872,-0.156566473422792,-0.0816738691113962,0.0435051663694649,0.158180382547963,0.196393976469005,0
5,Mecklenburg-Vorpommern,2015-07-12,2015-08-16,-0.0267085912533706,-0.212230295063836,-0.184498945960012,-0.0958272121857501,0.0422765871952471,0.17225859469237,0.208558090132334,0
6,Mecklenburg-Vorpommern,2015-07-12,2015-08-23,-0.0224563596083066,-0.222575042083209,-0.196604154427056,-0.0914611954323069,0.05769959874328,0.189210193534845,0.222334623954923,0
1,Lower Saxony,2015-07-12,2015-07-19,0.00639579773826693,-0.113578776918141,-0.0971045468737114,-0.0373840967105562,0.0468021577625199,0.104820343487494,0.120655426166191,0
2,Lower Saxony,2015-07-12,2015-07-26,-0.00128432597469097,-0.122569240984999,-0.106448080230661,-0.0432819578002296,0.0407665364584652,0.0994131309276889,0.126419912531123,0
3,Lower Saxony,2015-07-12,2015-08-02,-0.00742604059636237,-0.115632964131544,-0.10361379109859,-0.048210370264077,0.035108535976531,0.102089601879512,0.128658860279053,0
4,Lower Saxony,2015-07-12,2015-08-09,0.00571149722066477,-0.104621835866156,-0.0896608334353963,-0.0342691995196704,0.0447001842738844,0.103114932156131,0.125921408537743,0
5,Lower Saxony,2015-07-12,2015-08-16,0.00518193185574434,-0.100103110265479,-0.0861733231490599,-0.0374781616083508,0.0517894879959037,0.1228208025809,0.143412563898867,0
6,Lower Saxony,2015-07-12,2015-08-23,0.0102478238156009,-0.098643549039694,-0.0821386673898393,-0.0268056453881931,0.0524329240657262,0.111399986225803,0.139267008416646,0
1,North Rhine-Westphalia,2015-07-12,2015-07-19,0.0921357423791695,-0.191081341963608,-0.139241342041322,-0.0108399873261327,0.212013786041094,0.400273551674297,0.495383734634688,0
2,North Rhine-Westphalia,2015-07-12,2015-07-26,-0.017410421871321,-0.268773294616711,-0.241777027826716,-0.111574755509729,0.0834131980918205,0.270415090034931,0.326060254795233,0
3,North Rhine-Westphalia,2015-07-12,2015-08-02,-0.0939430987522917,-0.366866523471283,-0.314310604577789,-0.195880857257259,0.00982906363930897,0.173727572786272,0.234115632930703,0
4,North Rhine-Westphalia,2015-07-12,2015-08-09,-0.137569149916183,-0.373845474053484,-0.348848106495849,-0.236262187158091,-0.037860659784036,0.149466326534434,0.220665434225667,0
5,North Rhine-Westphalia,2015-07-12,2015-08-16,-0.18379387667317,-0.422394688671012,-0.392927660736098,-0.274413602704662,-0.0906740116013134,0.0677095191296165,0.130706706236963,0
