step,location,timezero,date,pred_median,pred_95_lb,pred_80_lb,pred_50_lb,pred_50_ub,pred_80_ub,pred_95_ub
1,Saxony,2015-07-12,2015-07-19,0.0397709410253096,-0.0570735978320698,-0.0401919594747062,0.00376903000089973,0.0856570475136349,0.168231531766405,0.199446659448219
2,Saxony,2015-07-12,2015-07-26,-0.00172708188165771,-0.0820189481241842,-0.0675954113544667,-0.0308842798285484,0.0342684663199075,0.0958439031489959,0.118085067445826
3,Saxony,2015-07-12,2015-08-02,-0.0211590444402691,-0.0813344531985467,-0.0708056040875452,-0.0434928831903061,0.00738496540626751,0.0593873060309256,0.0793870497783555
4,Saxony,2015-07-12,2015-08-09,0.0378205755715117,-0.0786511516991776,-0.0617696928869897,-0.00714546433880078,0.0979157200037792,0.202804347291006,0.242290254451049
5,Saxony,2015-07-12,2015-08-16,-0.00167851760178425,-0.100856563175335,-0.0865626970762132,-0.0393341250932667,0.0482971310354416,0.128892173321135,0.157212953817358
6,Saxony,2015-07-12,2015-08-23,-0.0224596957469179,-0.0912200083084066,-0.0777075103457463,-0.04706025734895,0.0110335592420445,0.0689981509648038,0.0899981575515931
1,Saxony-Anhalt,2015-07-12,2015-07-19,0.0336969086640014,-0.0995054861540407,-0.0801707779709781,-0.01820908428916,0.101932816776093,0.240875795151511,0.310927996082104
2,Saxony-Anhalt,2015-07-12,2015-07-26,-0.00198853705351293,-0.116453463119947,-0.0997704953148888,-0.0448467462985051,0.0529612404381098,0.158307502669008,0.206735035305181
3,Saxony-Anhalt,2015-07-12,2015-08-02,-0.0196501457214039,-0.0977892088178583,-0.0861669776022892,-0.0485849531518034,0.0179482658616784,0.0954954084543391,0.136961243552698
4,Saxony-Anhalt,2015-07-12,2015-08-09,0.0597504599564255,-0.0948080450767124,-0.0800637009114838,-0.00521343312050966,0.144077104430188,0.31499219217486,0.406789199232752
5,Saxony-Anhalt,2015-07-12,2015-08-16,0.00281287141245234,-0.12242191063996,-0.105882117989075,-0.0459337740317346,0.0617029670944977,0.177092175641818,0.22089837299509
6,Saxony-Anhalt,2015-07-12,2015-08-23,-0.0161072712487666,-0.0985752151311034,-0.0903235746103354,-0.0505917046329186,0.027420411075891,0.114023427113637,0.149232641298285
1,Schleswig-Holstein,2015-07-12,2015-07-19,0.0330384476718091,-0.112408397392739,-0.099938135571714,-0.0342731752941004,0.116910277702568,0.281232380950308,0.369612970161463
2,Schleswig-Holstein,2015-07-12,2015-07-26,-0.000585661755577394,-0.123899965448229,-0.109212200712859,-0.0532246603653068,0.0663049721615232,0.178259421128093,0.235585150049273
3,Schleswig-Holstein,2015-07-12,2015-08-02,-0.0136137706348558,-0.098776469172897,-0.0916954029315078,-0.0520692503024218,0.0315611859392092,0.126279538710794,0.170351586236522
4,Schleswig-Holstein,2015-07-12,2015-08-09,0.0297539100117622,-0.11951378980945,-0.107093193532901,-0.0387718292511568,0.11238086084642,0.314211254972533,0.412861078207212
5,Schleswig-Holstein,2015-07-12,2015-08-16,0.000966247672710641,-0.126707084317968,-0.110775187771961,-0.0546769394816324,0.0656868201963592,0.205715521025026,0.25971781719791
6,Schleswig-Holstein,2015-07-12,2015-08-23,-0.0144925324615968,-0.102429893729722,-0.0929895074082473,-0.0529255840979109,0.0339514978303724,0.14488998737789,0.198928801319418
1,Saxony,2015-07-19,2015-07-26,0.0195139042740716,-0.0703702891225618,-0.054592874157714,-0.0137232752631031,0.0615713186468848,0.136393845805715,0.164389918351007
2,Saxony,2015-07-19,2015-08-02,-0.00172708188165771,-0.0820189481241842,-0.0675954113544667,-0.0308842798285484,0.0342684663199075,0.0958439031489959,0.118085067445826
3,Saxony,2015-07-19,2015-08-09,-0.011194300584367,-0.07486071780124,-0.0637955810999607,-0.0349476863503131,0.0193962369970954,0.075865642562688,0.0978616573295584
4,Saxony,2015-07-19,2015-08-16,0.0183173489232478,-0.0902437958123762,-0.0743770252299881,-0.0233419751106791,0.0734948485142123,0.168431523033331,0.203720082587633
5,Saxony,2015-07-19,2015-08-23,-0.00167851760178425,-0.100856563175335,-0.0865626970762132,-0.0393341250932667,0.0482971310354416,0.128892173321135,0.157212953817358
6,Saxony,2015-07-19,2015-08-30,-0.00732740715569669,-0.0820783621206472,-0.0675535389812472,-0.0343194806964545,0.029917971214177,0.0959025037363863,0.120343007108005
1,Saxony-Anhalt,2015-07-19,2015-07-26,0.0374117060606308,-0.0975185147228189,-0.0779689040124769,-0.0152369897886511,0.106762414615606,0.248476198596483,0.320187526968429
2,Saxony-Anhalt,2015-07-19,2015-08-02,-0.00198853705351293,-0.116453463119947,-0.0997704953148888,-0.0448467462985051,0.0529612404381098,0.158307502669008,0.206735035305181
3,Saxony-Anhalt,2015-07-19,2015-08-09,-0.00768809030529299,-0.0910361492202454,-0.0787674650293482,-0.0387976039381909,0.0332220134217273,0.119596244503908,0.167058943587212
4,Saxony-Anhalt,2015-07-19,2015-08-16,0.0197021821768342,-0.115157364671039,-0.102004464086108,-0.0361718454242811,0.0905007686778336,0.228148005027812,0.298942846721163
5,Saxony-Anhalt,2015-07-19,2015-08-23,0.00281287141245234,-0.12242191063996,-0.105882117989075,-0.0459337740317346,0.0617029670944977,0.177092175641818,0.22089837299509
6,Saxony-Anhalt,2015-07-19,2015-08-30,-0.00439532703731307,-0.0921553959756422,-0.0834710144079079,-0.0413652393493415,0.0429045281319835,0.139481783168333,0.179838344449832
1,Schleswig-Holstein,2015-07-19,2015-07-26,0.01776039750896,-0.120131031528332,-0.108203799660002,-0.0457210865020763,0.0960471736081806,0.246792446649648,0.326423344386275
2,Schleswig-Holstein,2015-07-19,2015-08-02,-0.000585661755577394,-0.123899965448229,-0.109212200712859,-0.0532246603653068,0.0663049721615232,0.178259421128093,0.235585150049273
3,Schleswig-Holstein,2015-07-19,2015-08-09,-0.00303527067614259,-0.0930743257591678,-0.0856649819002766,-0.0439537590144942,0.0456574379362755,0.150338611148151,0.200449768171228
4,Schleswig-Holstein,2015-07-19,2015-08-16,0.0371764695690486,-0.115913942166192,-0.103231730655182,-0.0332900876601027,0.122578092766611,0.333278193420557,0.437393063245612
5,Schleswig-Holstein,2015-07-19,2015-08-23,0.0171897601518765,-0.117838652051244,-0.101113685582807,-0.0419411449034823,0.0865244821415808,0.238632340690553,0.298075393155576
6,Schleswig-Holstein,2015-07-19,2015-08-30,-0.00490962266902542,-0.0973786389329735,-0.0875450131269206,-0.0455725448050546,0.0469747324097398,0.168962270126866,0.230300973442341
1,Saxony,2015-07-26,2015-08-02,0.000359639495927433,-0.0831514765617079,-0.068396147537952,-0.0303651941260695,0.0389752931824771,0.106948016699757,0.132141854819716
2,Saxony,2015-07-26,2015-08-09,-0.00172708188165771,-0.0820189481241842,-0.0675954113544667,-0.0308842798285484,0.0342684663199075,0.0958439031489959,0.118085067445826
3,Saxony,2015-07-26,2015-08-16,0.054880541625992,-0.0346086831345618,-0.0197629999545053,0.0202781765676631,0.10198540996626,0.19835275570564,0.24004722549509
4,Saxony,2015-07-26,2015-08-23,0.0207346671552536,-0.0887945599338625,-0.0728028720987274,-0.0213277748790213,0.0765080043563899,0.172638659101681,0.208426533285343
5,Saxony,2015-07-26,2015-08-30,-0.00167851760178425,-0.100856563175335,-0.0865626970762132,-0.0393341250932667,0.0482971310354416,0.128892173321135,0.157212953817358
6,Saxony,2015-07-26,2015-09-06,0.0598261378181286,-0.0445910346242629,-0.0253355002325745,0.020503823594067,0.117788041994361,0.234238808175529,0.2832443869638
1,Saxony-Anhalt,2015-07-26,2015-08-02,-0.000281712472833429,-0.118085003734813,-0.100694916421349,-0.0456309779680067,0.0582631317964762,0.173766874471653,0.230153567475516
2,Saxony-Anhalt,2015-07-26,2015-08-09,-0.00198853705351293,-0.116453463119947,-0.0997704953148888,-0.0448467462985051,0.0529612404381098,0.158307502669008,0.206735035305181
3,Saxony-Anhalt,2015-07-26,2015-08-16,0.0498913505776051,-0.0608329937198827,-0.0453543887252225,0.00693086436303125,0.110046967276023,0.255440057977957,0.350389867606861
4,Saxony-Anhalt,2015-07-26,2015-08-23,0.00437535706364661,-0.123215754955987,-0.110665074512102,-0.0481920510822453,0.0703787161381622,0.196753303224425,0.260744540649403
5,Saxony-Anhalt,2015-07-26,2015-08-30,0.00281287141245234,-0.12242191063996,-0.105882117989075,-0.0459337740317346,0.0617029670944977,0.177092175641818,0.22089837299509
6,Saxony-Anhalt,2015-07-26,2015-09-06,0.0488367103020864,-0.0649723897261493,-0.0542767727531365,-0.000762047663725146,0.116671551749861,0.276209780938627,0.354669765373343
1,Schleswig-Holstein,2015-07-26,2015-08-02,0.0239607791483656,-0.116978787329281,-0.104831529303221,-0.0410625407342895,0.104485114863203,0.260625356397387,0.343704657361803
2,Schleswig-Holstein,2015-07-26,2015-08-09,0.01553459964057,-0.114894353722707,-0.0994709951644051,-0.0404034124980257,0.0871895858128496,0.208578566024941,0.271456855999646
3,Schleswig-Holstein,2015-07-26,2015-08-16,NA,-0.0689135823067387,-0.0599878588705183,-0.00845051634528032,0.112057596985489,0.274838286823646,0.370702046913391
4,Schleswig-Holstein,2015-07-26,2015-08-23,0.0533713701764744,-0.10818029657558,-0.0949257228399854,-0.0214161378102458,0.145028811268464,0.376247195712455,0.493345802701781
5,Schleswig-Holstein,2015-07-26,2015-08-30,0.000966247672710641,-0.126707084317968,-0.110775187771961,-0.0546769394816324,0.0656868201963592,0.205715521025026,0.25971781719791
6,Schleswig-Holstein,2015-07-26,2015-09-06,NA,-0.0763774801131402,-0.0647580343438498,-0.0140207500401816,0.106807274060387,0.29286660250845,0.398744990365648
1,Saxony,2015-08-02,2015-08-09,0.0352599851227109,-0.0600151957379113,-0.0433814567695148,-0.000116690408550016,0.0802765152317404,0.161078256651929,0.191552839297126
2,Saxony,2015-08-02,2015-08-16,-0.00172708188165771,-0.0820189481241842,-0.0675954113544667,-0.0308842798285484,0.0342684663199075,0.0958439031489959,0.118085067445826
3,Saxony,2015-08-02,2015-08-23,0.0230024330544119,-0.0534535766637284,-0.0404765250543481,-0.0060491126833373,0.0614642243903648,0.136072533044643,0.166605076584278
4,Saxony,2015-08-02,2015-08-30,0.0138925188305143,-0.0929057513950026,-0.0772669955384429,-0.0270338545853663,0.0679892900662239,0.160768675530163,0.195158046461894
5,Saxony,2015-08-02,2015-09-06,-0.00167851760178425,-0.100856563175335,-0.0865626970762132,-0.0393341250932667,0.0482971310354416,0.128892173321135,0.157212953817358
6,Saxony,2015-08-02,2015-09-13,0.0126660494425352,-0.0703977933990002,-0.0545014270016801,-0.017700664818509,0.0553515505812848,0.133546335405604,0.163465548719234
1,Saxony-Anhalt,2015-08-02,2015-08-09,0.0118187896615339,-0.111383674849427,-0.0933056494800512,-0.0358163911962643,0.0737113996822947,0.197181020401998,0.258137308009906
2,Saxony-Anhalt,2015-08-02,2015-08-16,-0.00198853705351293,-0.116453463119947,-0.0997704953148888,-0.0448467462985051,0.0529612404381098,0.158307502669008,0.206735035305181
3,Saxony-Anhalt,2015-08-02,2015-08-23,0.0137996103744454,-0.0793254262040612,-0.0658753619738094,-0.0214622095028454,0.0612202739064504,0.166023684756403,0.226892829511138
4,Saxony-Anhalt,2015-08-02,2015-08-30,0.0372412494249877,-0.106121748037874,-0.092274764205347,-0.0225340099087174,0.113784020841209,0.265291739832602,0.344670194956908
5,Saxony-Anhalt,2015-08-02,2015-09-06,0.019159683466492,-0.113343629510529,-0.0959699676283274,-0.0326790266243465,0.0822390939636945,0.207303389528311,0.255300293796157
6,Saxony-Anhalt,2015-08-02,2015-09-13,0.0143187296369409,-0.0822315980954723,-0.0728471350553953,-0.0268405865239016,0.0681740818696925,0.183188091071152,0.233675484884389
1,Schleswig-Holstein,2015-08-02,2015-08-09,0.0675010359800773,-0.0955275698161319,-0.0818230793413935,-0.00882979868769676,0.164875446102167,0.363563132739932,0.475145909930794
2,Schleswig-Holstein,2015-08-02,2015-08-16,-0.000585661755577394,-0.123899965448229,-0.109212200712859,-0.0532246603653068,0.0663049721615232,0.178259421128093,0.235585150049273
3,Schleswig-Holstein,2015-08-02,2015-08-23,0.014364249259175,-0.0839816540347015,-0.0760269494340984,-0.0308041516729965,0.0693091435338912,0.192807524902245,0.255105958387651
4,Schleswig-Holstein,2015-08-02,2015-08-30,0.0124538886814991,-0.128042198628564,-0.116229271595218,-0.0516457347105437,0.0888350346303455,0.271210173775548,0.358185007949186
5,Schleswig-Holstein,2015-08-02,2015-09-06,0.0171897601518765,-0.117838652051244,-0.101113685582807,-0.0419411449034823,0.0865244821415808,0.238632340690553,0.298075393155576
6,Schleswig-Holstein,2015-08-02,2015-09-13,0.0105146901962299,-0.089477230505943,-0.0790053973012308,-0.0338951500791781,0.0683418852609319,0.210667740808049,0.286459491081146
1,Saxony,2015-08-09,2015-08-16,0.0222208981597581,-0.0685804007709875,-0.0526567834015568,-0.0113793343307726,0.0647786383290308,0.140606314874884,0.169016950313863
2,Saxony,2015-08-09,2015-08-23,-0.00172708188165771,-0.0820189481241842,-0.0675954113544667,-0.0308842798285484,0.0342684663199075,0.0958439031489959,0.118085067445826
3,Saxony,2015-08-09,2015-08-30,0.0208905208941784,-0.0547396112790041,-0.0418836064130121,-0.00781436902613275,0.0588260420149628,0.132173021303679,0.162089533083331
4,Saxony,2015-08-09,2015-09-06,0.0213216438995378,-0.0884431869792648,-0.0724211295092059,-0.0208389716774636,0.0772402435787791,0.17366248077707,0.209572470518221
5,Saxony,2015-08-09,2015-09-13,-0.00167851760178425,-0.100856563175335,-0.0865626970762132,-0.0393341250932667,0.0482971310354416,0.128892173321135,0.157212953817358
6,Saxony,2015-08-09,2015-09-20,0.0226711648818622,-0.064720226541425,-0.0481245129440685,-0.00947757225216179,0.0682986100540841,0.153393695295873,0.186538430101242
1,Saxony-Anhalt,2015-08-09,2015-08-16,0.040355150435818,-0.0959501999467207,-0.0762300140626244,-0.0128856334549389,0.110597052482877,0.254536956641418,0.327587890817461
2,Saxony-Anhalt,2015-08-09,2015-08-23,0.0140386885060817,-0.107078657628905,-0.0895406009452879,-0.0315267155755477,0.0728438575310807,0.186809641228698,0.239750512266608
3,Saxony-Anhalt,2015-08-09,2015-08-30,0.0191363587708757,-0.0764991899388573,-0.0627522487889044,-0.017206251392813,0.0682923626049576,0.178260235080654,0.243108474657715
4,Saxony-Anhalt,2015-08-09,2015-09-06,0.0775176574563719,-0.0860952550267704,-0.070638246909834,0.00831519025547336,0.168324109830404,0.355949236971119,0.458809247269831
5,Saxony-Anhalt,2015-08-09,2015-09-13,0.00281287141245234,-0.12242191063996,-0.105882117989075,-0.0459337740317346,0.0617029670944977,0.177092175641818,0.22089837299509
6,Saxony-Anhalt,2015-08-09,2015-09-20,0.0203493178149088,-0.0791197657473985,-0.0695078124838989,-0.0222175834443929,0.0764636210275881,0.198172787886659,0.252542553034893
1,Schleswig-Holstein,2015-08-09,2015-08-16,0.0200957213415628,-0.118940837499759,-0.106930793899255,-0.0439644614742973,0.0992206266206616,0.251979778738848,0.332893531479207
2,Schleswig-Holstein,2015-08-09,2015-08-23,0.01553459964057,-0.114894353722707,-0.0994709951644051,-0.0404034124980257,0.0871895858128496,0.208578566024941,0.271456855999646
3,Schleswig-Holstein,2015-08-09,2015-08-30,NA,-0.0813914289958605,-0.0732708581364555,-0.0270448866240176,0.0762213607773539,0.203716236527553,0.271910171432561
4,Schleswig-Holstein,2015-08-09,2015-09-06,0.0178939769318427,-0.125339328597514,-0.113335656748611,-0.0475827094024192,0.0962060983835378,0.284521152229747,0.375014952563885
5,Schleswig-Holstein,2015-08-09,2015-09-13,0.000966247672710641,-0.126707084317968,-0.110775187771961,-0.0546769394816324,0.0656868201963592,0.205715521025026,0.25971781719791
6,Schleswig-Holstein,2015-08-09,2015-09-20,0.0151443128205443,-0.0871598672607311,-0.0764954192378442,-0.030428328224368,0.0748576786944643,0.223990898718326,0.304927499547057
1,Saxony,2015-08-16,2015-08-23,0.00113224814782836,-0.0826319650793404,-0.0678358386682267,-0.0296920035420054,0.039883411702216,0.108123680610096,0.133426213773252
2,Saxony,2015-08-16,2015-08-30,-0.00172708188165771,-0.0820189481241842,-0.0675954113544667,-0.0308842798285484,0.0342684663199075,0.0958439031489959,0.118085067445826
3,Saxony,2015-08-16,2015-09-06,0.0327579278305981,-0.0475739758677691,-0.0340331268480944,0.00207132361577689,0.0737232891285233,0.154430048285738,0.187988675470437
4,Saxony,2015-08-16,2015-09-13,0.0214117342645247,-0.0883892759551448,-0.0723625560169305,-0.0207639591377371,0.0773526492162358,0.173819696619476,0.209748459177336
5,Saxony,2015-08-16,2015-09-20,0.0143692435951923,-0.0906835140995709,-0.0756283279797137,-0.0256805010187522,0.0678355926301743,0.154823327380124,0.185617150783681
6,Saxony,2015-08-16,2015-09-27,0.0297142731279206,-0.0607897010176899,-0.0436969820492996,-0.00372668487133432,0.077505194004056,0.167812109946618,0.203455601524527
1,Saxony-Anhalt,2015-08-16,2015-08-23,0.0503734894707522,-0.0906521937549699,-0.0703495461298567,-0.0049063495612004,0.123701209379589,0.275425406580362,0.353206950150326
2,Saxony-Anhalt,2015-08-16,2015-08-30,-0.00198853705351293,-0.116453463119947,-0.0997704953148888,-0.0448467462985051,0.0529612404381098,0.158307502669008,0.206735035305181
3,Saxony-Anhalt,2015-08-16,2015-09-06,0.0265377737591305,-0.0726328959646705,-0.0584722509788635,-0.0113366594546897,0.0781824170491648,0.195750646124442,0.266637844515386
4,Saxony-Anhalt,2015-08-16,2015-09-13,0.00492736633238477,-0.122922849537352,-0.110350555771544,-0.0477574640060405,0.0710998493511835,0.197867413365094,0.262093134339815
5,Saxony-Anhalt,2015-08-16,2015-09-20,0.019159683466492,-0.113343629510529,-0.0959699676283274,-0.0326790266243465,0.0822390939636945,0.207303389528311,0.255300293796157
6,Saxony-Anhalt,2015-08-16,2015-09-27,0.0267449186302673,-0.075864740815864,-0.0660106855032203,-0.0173455896056907,0.0853367722561145,0.214600851031546,0.273485351533767
1,Schleswig-Holstein,2015-08-16,2015-08-23,0.0041461216886976,-0.127140695827852,-0.115694713048558,-0.0560105262709778,0.0776571282944236,0.21708493263333,0.289604221630998
2,Schleswig-Holstein,2015-08-16,2015-08-30,-0.000585661755577394,-0.123899965448229,-0.109212200712859,-0.0532246603653068,0.0663049721615232,0.178259421128093,0.235585150049273
3,Schleswig-Holstein,2015-08-16,2015-09-06,NA,-0.0784325915670862,-0.070125926355738,-0.0226839916306363,0.0844084415543535,0.219271538483955,0.292889343191588
4,Schleswig-Holstein,2015-08-16,2015-09-13,0.0539513762379219,-0.107906350757501,-0.0946312432108427,-0.0209930689758179,0.145838062206573,0.377822184958339,0.495414574321143
5,Schleswig-Holstein,2015-08-16,2015-09-20,0.000966247672710641,-0.126707084317968,-0.110775187771961,-0.0546769394816324,0.0656868201963592,0.205715521025026,0.25971781719791
6,Schleswig-Holstein,2015-08-16,2015-09-27,0.0203011790313926,-0.0846076805955224,-0.0737282025466983,-0.0265875026195588,0.0821735497718967,0.239319066205998,0.326517217181034
1,Saxony,2015-08-23,2015-08-30,0.0180209590130401,-0.0713591683017787,-0.0556622031276388,-0.0150168379229836,0.059803919347377,0.134076080104186,0.161845521271978
2,Saxony,2015-08-23,2015-09-06,0.0143174614361044,-0.0708365882859974,-0.0556066710322862,-0.0167109516033748,0.0527907609599789,0.119038828434352,0.143103769557651
3,Saxony,2015-08-23,2015-09-13,0.00877276575282721,-0.0622099185957325,-0.0500411841623796,-0.017992946979367,0.0437934652927031,0.110281894445025,0.136907496924826
4,Saxony,2015-08-23,2015-09-20,0.0486725295626855,-0.0722984991127766,-0.0548459509417619,0.00181302520112878,0.111614197372733,0.222364635401233,0.264360158448728
5,Saxony,2015-08-23,2015-09-27,-0.00167851760178425,-0.100856563175335,-0.0865626970762132,-0.0393341250932667,0.0482971310354416,0.128892173321135,0.157212953817358
6,Saxony,2015-08-23,2015-10-04,0.00455912382146983,-0.0750798800385839,-0.0597440169821559,-0.0244094747324704,0.0449700334852224,0.117974095291833,0.145528636636913
1,Saxony-Anhalt,2015-08-23,2015-08-30,-0.00193393558052168,-0.119007418056411,-0.101710841352525,-0.0469753088709092,0.0561625430055725,0.170609922103726,0.226396467974152
2,Saxony-Anhalt,2015-08-23,2015-09-06,0.0140386885060817,-0.107078657628905,-0.0895406009452879,-0.0315267155755477,0.0728438575310807,0.186809641228698,0.239750512266608
3,Saxony-Anhalt,2015-08-23,2015-09-13,0.00506275888373159,-0.0840225586917717,-0.0710556906332238,-0.028472361071776,0.0497460235873839,0.146622071569374,0.201574704556166
4,Saxony-Anhalt,2015-08-23,2015-09-20,0.00281673697559831,-0.12404387373841,-0.111554187279166,-0.0494197997616855,0.0683440009629531,0.193614136314281,0.256947411640828
5,Saxony-Anhalt,2015-08-23,2015-09-27,0.00281287141245234,-0.12242191063996,-0.105882117989075,-0.0459337740317346,0.0617029670944977,0.177092175641818,0.22089837299509
6,Saxony-Anhalt,2015-08-23,2015-10-04,0.00674988609801197,-0.0861962558643983,-0.0770960837714767,-0.0326825890783905,0.0578728499593146,0.165026658885952,0.211095614174958
1,Schleswig-Holstein,2015-08-23,2015-08-30,0.0527016547509135,-0.102686975325691,-0.089513888344824,-0.0196920403453263,0.144121384879241,0.327382626910508,0.428363686510191
2,Schleswig-Holstein,2015-08-23,2015-09-06,-0.000585661755577394,-0.123899965448229,-0.109212200712859,-0.0532246603653068,0.0663049721615232,0.178259421128093,0.235585150049273
3,Schleswig-Holstein,2015-08-23,2015-09-13,0.00734458873939453,-0.0876075916496727,-0.0798736289245551,-0.0360793783726698,0.0596950105533076,0.175206700151996,0.232205188693975
4,Schleswig-Holstein,2015-08-23,2015-09-20,0.0014087742904485,-0.133590299287003,-0.122163575925749,-0.0599368510220504,0.0739613995583099,0.244755926664343,0.324985457527478
5,Schleswig-Holstein,2015-08-23,2015-09-27,0.000966247672710641,-0.126707084317968,-0.110775187771961,-0.0546769394816324,0.0656868201963592,0.205715521025026,0.25971781719791
6,Schleswig-Holstein,2015-08-23,2015-10-04,0.00431375137800971,-0.0926201692469745,-0.0824056079529485,-0.0385662688589731,0.0596898082891545,0.193427741164255,0.262951866649273
1,Saxony,2015-08-30,2015-09-06,0.0296568883119388,-0.0636843973256469,-0.0473569926569024,-0.0049508071684496,0.0736069011011995,0.152244106870693,0.181817999666096
2,Saxony,2015-08-30,2015-09-13,-0.0146805040817153,-0.0911348948941566,-0.0773517539418927,-0.0423674234923951,0.0193797550265981,0.0773382380147568,0.0981783492140122
3,Saxony,2015-08-30,2015-09-20,0.0208905208941784,-0.0547396112790041,-0.0418836064130121,-0.00781436902613275,0.0588260420149628,0.132173021303679,0.162089533083331
4,Saxony,2015-08-30,2015-09-27,-0.0151356195990536,-0.110667448349404,-0.096502870624292,-0.0514127457676928,0.0321856086913117,0.111686568218153,0.14062697868155
5,Saxony,2015-08-30,2015-10-04,0.00250552218226069,-0.09819122780008,-0.0836998983490738,-0.0357676647808232,0.0533786427924544,0.135609089652723,0.164559950442659
6,Saxony,2015-08-30,2015-10-11,0.0226711648818622,-0.064720226541425,-0.0481245129440685,-0.00947757225216179,0.0682986100540841,0.153393695295873,0.186538430101242
1,Saxony-Anhalt,2015-08-30,2015-09-06,-0.0149086188948293,-0.126313658369796,-0.109747702509851,-0.0575676042544948,0.0397391123048765,0.146144100068415,0.197406700405333
2,Saxony-Anhalt,2015-08-30,2015-09-13,-0.011541084423158,-0.122109526226473,-0.105931550674409,-0.052822154938228,0.0411803670061709,0.141609992378597,0.187494636997927
3,Saxony-Anhalt,2015-08-30,2015-09-20,0.0191363587708757,-0.0764991899388573,-0.0627522487889044,-0.017206251392813,0.0682923626049576,0.178260235080654,0.243108474657715
4,Saxony-Anhalt,2015-08-30,2015-09-27,0.0383630369641667,-0.105550467102122,-0.0916589272233513,-0.0216659810455763,0.115282675025732,0.267713411235253,0.347671962479974
5,Saxony-Anhalt,2015-08-30,2015-10-04,-0.00554820567695863,-0.127124250438576,-0.111007873311938,-0.0527468189707316,0.0512617694462062,0.161911989741678,0.203690162498478
6,Saxony-Anhalt,2015-08-30,2015-10-11,0.0203493178149088,-0.0791197657473985,-0.0695078124838989,-0.0222175834443929,0.0764636210275881,0.198172787886659,0.252542553034893
1,Schleswig-Holstein,2015-08-30,2015-09-06,-0.00919622363421471,-0.134130131872146,-0.123153035968595,-0.066175757751537,0.059814445731654,0.18882226471808,0.254941415846248
