step,location,timezero,date,pred_median,pred_95_lb,pred_80_lb,pred_50_lb,pred_50_ub,pred_80_ub,pred_95_ub
1,Mecklenburg-Vorpommern,2015-07-05,2015-07-12,0.255588428251351,-7.82991518296449,-6.68459771207455,-2.62654743051138,3.37960271308522,7.42317395561369,9.28349769216455
2,Mecklenburg-Vorpommern,2015-07-05,2015-07-19,-0.00922476307353407,-8.80754841624563,-7.25477336751028,-2.81953349929836,2.95237962190719,7.09983497866701,8.2366240133462
3,Mecklenburg-Vorpommern,2015-07-05,2015-07-26,-0.114883197489376,-8.26311007760206,-7.35748068117484,-3.16132249581045,2.9478091134113,7.02389180004814,8.44409568872306
4,Mecklenburg-Vorpommern,2015-07-05,2015-08-02,-0.122393501381147,-8.9369869266296,-7.08164013923967,-2.9463688373551,2.72868944797812,7.11870023081933,8.6295883148516
5,Mecklenburg-Vorpommern,2015-07-05,2015-08-09,0.0582954390161792,-8.7045884152418,-7.00266965644142,-2.74584948853729,2.87038145229333,7.21076874443977,8.47369113242991
6,Mecklenburg-Vorpommern,2015-07-05,2015-08-16,0.22440956529899,-8.64582058144196,-6.97752821697749,-2.75321768675422,2.88357522835472,7.29760581427645,8.58970961765299
1,Lower Saxony,2015-07-05,2015-07-12,-0.161168717963779,-2.59040084853524,-2.32005706458077,-1.04996795081688,0.692979444118159,2.01533088670562,2.5277829060692
2,Lower Saxony,2015-07-05,2015-07-19,-0.0342263116329817,-2.34473295071467,-2.02344497062752,-0.818295216485733,0.801358535866326,1.96378509968048,2.29350270628387
3,Lower Saxony,2015-07-05,2015-07-26,-0.0278012697564171,-2.53714967972059,-2.08849704856871,-0.899988597701431,0.839605994488262,2.07899649857328,2.46407450806998
4,Lower Saxony,2015-07-05,2015-08-02,-0.0309626151671528,-2.45964088324709,-2.14120515889438,-0.861588786492648,0.817817605461394,2.04147865258698,2.36846475983615
5,Lower Saxony,2015-07-05,2015-08-09,-0.0294166188339785,-2.61517938688201,-2.01959035897541,-0.850485371591744,0.831514680740865,1.91793435286108,2.27543562576245
6,Lower Saxony,2015-07-05,2015-08-16,0.0396248469021875,-2.3687629860912,-1.98392586238255,-0.802033193006791,0.900747740371688,2.30035690155823,2.5356475138191
1,North Rhine-Westphalia,2015-07-05,2015-07-12,-0.0580645986993482,-1.69218400472906,-1.39136170444499,-0.61829942015353,0.572496153260807,1.46583661805591,1.693478411849
2,North Rhine-Westphalia,2015-07-05,2015-07-19,-0.0286460374756423,-1.80492532944942,-1.44666086775768,-0.572282425314868,0.535602605168304,1.34814395176657,1.67832921277107
3,North Rhine-Westphalia,2015-07-05,2015-07-26,-0.0181672523249455,-1.74676213362357,-1.42730012054349,-0.598506767294702,0.525117271870371,1.39906512423076,1.70213030559657
4,North Rhine-Westphalia,2015-07-05,2015-08-02,-0.0164976750200907,-1.74893389560593,-1.41187134095822,-0.62032030376865,0.607530005688835,1.44346313597475,1.76574060851252
5,North Rhine-Westphalia,2015-07-05,2015-08-09,0.0391046326826704,-1.74196478019598,-1.37837428259882,-0.581268438022435,0.576898429364347,1.33587495068023,1.6298120773016
6,North Rhine-Westphalia,2015-07-05,2015-08-16,0.0220513943951494,-1.60736081492016,-1.33765855106192,-0.579456111907642,0.577782987020383,1.41527499769329,1.67187632962679
1,Rhineland-Palatinate,2015-07-05,2015-07-12,-0.148197270310019,-4.61430708610027,-3.98206825490884,-1.80117314118023,1.46767714987037,3.65766034780949,4.04523953322477
2,Rhineland-Palatinate,2015-07-05,2015-07-19,-0.228599754664978,-4.40116374338626,-3.69388526167108,-1.68105837443107,1.41336640394215,3.5923956086772,4.21970842326663
3,Rhineland-Palatinate,2015-07-05,2015-07-26,-0.0434753793932127,-4.33726665680633,-3.78280899240569,-1.72907373273554,1.53968863193694,3.83583858596575,4.41729771994056
4,Rhineland-Palatinate,2015-07-05,2015-08-02,0.022873892745505,-4.43094855246508,-3.66406513239785,-1.44399278342481,1.59678838456718,3.93784231858943,4.7638013980221
5,Rhineland-Palatinate,2015-07-05,2015-08-09,0.131785577085142,-4.24740166141511,-3.5919818712078,-1.52585072288165,1.70917376158412,3.99936915388693,5.07901680025454
6,Rhineland-Palatinate,2015-07-05,2015-08-16,0.243135537638042,-4.66431582005927,-3.72802992358975,-1.41390773090027,1.8925371870225,3.91423152423123,4.56572769010533
1,Saarland,2015-07-05,2015-07-12,-0.0150164830835,-2.0479405979615,-1.74728383413687,-0.685323935626791,0.678104828503485,1.75129041753167,2.11048209177863
2,Saarland,2015-07-05,2015-07-19,0.0162316986931094,-1.96504236864547,-1.72278210716675,-0.710761894569266,0.654192783438016,1.56072404334421,1.91539251711936
3,Saarland,2015-07-05,2015-07-26,-0.00745568722083457,-2.08231182534576,-1.78753520789989,-0.733140712595366,0.653300472230267,1.58454114216174,1.94586893814676
4,Saarland,2015-07-05,2015-08-02,0.0218252017247044,-1.92555089682191,-1.63362975157287,-0.696062647776021,0.739575861381461,1.66118571364332,1.92629077641801
5,Saarland,2015-07-05,2015-08-09,0.0379350391064166,-1.93363400743725,-1.65104748202212,-0.704514460774232,0.736655907946138,1.76331846004145,1.98919812327032
6,Saarland,2015-07-05,2015-08-16,0.0727612805711779,-2.05769393374263,-1.6115873763709,-0.660788524876979,0.718316541038037,1.68636172424142,2.02021106376289
1,Saxony,2015-07-05,2015-07-12,0.0386938576450236,-10.585965754115,-9.29390721623136,-3.71219274057266,3.60614049154624,8.638761483939,9.66561222909505
2,Saxony,2015-07-05,2015-07-19,0.335301808822843,-10.6555282626065,-8.49841996303919,-3.38463579218429,4.09562709428159,9.51407250701925,11.3248997514813
3,Saxony,2015-07-05,2015-07-26,-0.233037996817464,-10.4529190910603,-9.28621250407224,-3.99058927587,3.41636992846826,8.30915551075802,10.4955882206755
4,Saxony,2015-07-05,2015-08-02,-0.0389675394257704,-10.754614200795,-9.47245046468169,-3.94158419560835,3.83150861434425,9.1141068305813,10.8886838836203
5,Saxony,2015-07-05,2015-08-09,-0.243947496010827,-10.4878897612832,-8.95723106021408,-3.78584167036114,3.57078278773171,8.95798457248479,11.0149848189432
6,Saxony,2015-07-05,2015-08-16,0.368067254558874,-10.9162542042222,-8.75322208650109,-3.28016395934394,3.8461014431863,8.49280422185657,10.3162332302137
1,Saxony-Anhalt,2015-07-05,2015-07-12,0.143740906019841,-11.0623076669724,-9.07615312216987,-3.69045467529902,3.84670963156788,8.77248837706935,11.4737382764523
2,Saxony-Anhalt,2015-07-05,2015-07-19,-0.0464081688890892,-10.8156197835572,-9.30289683438648,-3.59434320586404,3.64120697422447,9.03651557386482,10.8320386647634
3,Saxony-Anhalt,2015-07-05,2015-07-26,0.275417450005495,-11.0143221892376,-9.10766630617439,-3.33566657216197,3.95172068734303,9.63419226120001,11.5006312272778
4,Saxony-Anhalt,2015-07-05,2015-08-02,-0.0984499682366672,-11.48194238747,-9.28111794479275,-4.11393728716711,3.39935182638821,8.85308260227577,10.3018947221982
5,Saxony-Anhalt,2015-07-05,2015-08-09,-0.353878401124313,-11.0009419868078,-9.37806770543984,-3.92925820227985,3.89104130318385,9.38508755893397,11.0977065111112
6,Saxony-Anhalt,2015-07-05,2015-08-16,-0.18661316614044,-11.1165021385334,-9.43027663198235,-3.79907831496479,3.71632897292435,9.27666850824121,11.0700921734442
1,Schleswig-Holstein,2015-07-05,2015-07-12,-0.064363899968512,-2.7608063193289,-2.16613368603973,-0.911408327701263,0.763022577224925,2.00350583200406,2.49062493730932
2,Schleswig-Holstein,2015-07-05,2015-07-19,-0.14913824949382,-2.74717252304877,-2.36486321451336,-0.952901669986551,0.794465086080572,2.1602476229262,2.75947341698956
3,Schleswig-Holstein,2015-07-05,2015-07-26,-0.0572327329254289,-2.60376654215786,-2.05087791338351,-0.870094654954206,0.877822560469352,2.07466522289418,2.37931268780088
4,Schleswig-Holstein,2015-07-05,2015-08-02,0.00197800294887724,-2.58428974511224,-2.2691448777869,-0.921792826068951,0.891296324131989,2.08582758633392,2.52772930061436
5,Schleswig-Holstein,2015-07-05,2015-08-09,-0.0232798835550197,-2.66225900690405,-2.31184292763702,-0.845686517517838,0.856907633069567,2.21198948311991,2.65964268507687
6,Schleswig-Holstein,2015-07-05,2015-08-16,0.0412512151854996,-2.62036690028777,-2.16778120335657,-0.794606902017565,0.951686106908234,2.21454282329186,2.60103727642135
1,Thuringia,2015-07-05,2015-07-12,-0.0641299032669625,-11.3516098368396,-10.1458351694112,-4.03408736148698,3.73618434064347,9.35719321035726,10.7673771845112
2,Thuringia,2015-07-05,2015-07-19,-0.458835544618821,-12.8039776273729,-10.4490601687025,-4.29637866549898,3.46822348510401,9.68470524996341,11.492988257516
3,Thuringia,2015-07-05,2015-07-26,0.0930179946725158,-12.3793483341949,-9.54063265659052,-3.56758838709075,3.94039025866707,9.57275666440533,11.8217393841478
4,Thuringia,2015-07-05,2015-08-02,-0.0981920553403556,-11.5251508661819,-10.2624426631582,-4.5093898248166,4.27238708088945,9.3133084925598,10.6242546774149
5,Thuringia,2015-07-05,2015-08-09,0.158931571239619,-11.0536223208618,-9.56493472406307,-3.59368216764683,3.87154936690458,9.05925023380597,11.6957471024816
6,Thuringia,2015-07-05,2015-08-16,0.31233286208204,-11.3040859800197,-9.94193233126998,-3.75363942578187,4.21631443476534,9.6256230513792,11.4853167550744
1,Baden-Württemberg,2015-07-12,2015-07-19,-0.11023741935295,-3.88535493934544,-3.18987412378605,-1.38938458409794,1.18274059958386,2.90619648311894,3.36764658294853
2,Baden-Württemberg,2015-07-12,2015-07-26,-0.00275239016291987,-3.50202980862136,-2.89500393524457,-1.28933495839212,1.27318404131295,3.02134926659853,3.6857019744775
3,Baden-Württemberg,2015-07-12,2015-08-02,0.151573827335492,-3.66136471352839,-3.17101929772388,-1.23090162292749,1.34651578723362,3.29558963553001,3.91128602686166
4,Baden-Württemberg,2015-07-12,2015-08-09,0.11030471829682,-3.69862633593939,-3.02827895590776,-1.15943509229431,1.48520587680475,3.11473837118887,3.64631146647224
5,Baden-Württemberg,2015-07-12,2015-08-16,-0.00626745949665436,-3.60368270604225,-2.90434807342842,-1.24358683541278,1.35054617651105,3.27949141569242,4.09356732269447
6,Baden-Württemberg,2015-07-12,2015-08-23,0.0790372221824497,-3.52997718429508,-2.91237984231666,-1.04718149595353,1.22623478858968,3.25653245247167,3.91511111808451
1,Bavaria,2015-07-12,2015-07-19,-0.149732155663947,-5.50829261478547,-4.64808412556445,-1.92036926500809,1.81540746062492,4.26301230095224,5.41365243683893
2,Bavaria,2015-07-12,2015-07-26,0.0226001017599866,-5.22175339168186,-4.43682509047839,-1.86935274468837,1.9145563752256,4.37300295008074,4.89842295023586
3,Bavaria,2015-07-12,2015-08-02,0.0693123915762915,-5.52917545481072,-4.74693702499112,-1.87476501612377,1.99091554158294,4.93569443047722,5.7964303029783
4,Bavaria,2015-07-12,2015-08-09,-0.0987623118661272,-4.99843856970379,-4.26345998062627,-1.86606047797737,1.752542823215,4.03198481551117,4.76683372551298
5,Bavaria,2015-07-12,2015-08-16,0.000241279276818204,-5.64503753304093,-4.66353441435989,-1.89633819697828,1.69438794433394,4.38772952704647,5.32483137939213
6,Bavaria,2015-07-12,2015-08-23,-0.0292714096004053,-5.30139081240326,-4.3079606031233,-1.8646830159426,1.93504253250941,4.44409071305145,5.36746024462806
1,Berlin,2015-07-12,2015-07-19,0.0649134479123891,-3.70011948374329,-2.98383167572305,-1.20753280533282,1.34856139268478,3.15943855244358,3.83936572993923
2,Berlin,2015-07-12,2015-07-26,-0.098832233880436,-3.81480216086383,-3.08793562239847,-1.42080383925368,1.19844104528547,3.08453297754919,3.60847518963099
3,Berlin,2015-07-12,2015-08-02,0.186506384032352,-3.35824706900515,-2.76789967710677,-1.18003742916995,1.4511412001234,3.31307309630001,3.90867443542958
4,Berlin,2015-07-12,2015-08-09,-0.0549385213254632,-3.80248250705072,-3.15111529112582,-1.24269236969561,1.11598740935493,2.98495913904065,3.82929429627936
5,Berlin,2015-07-12,2015-08-16,0.104429510348581,-3.76990487075968,-3.25046914067401,-1.11299521300668,1.36742625463811,3.22957300722243,3.63208592083485
6,Berlin,2015-07-12,2015-08-23,-0.0522995561085865,-3.57675544456883,-3.21151526973564,-1.25895173271475,1.13982169011892,3.05018050568049,3.5729708510324
1,Brandenburg,2015-07-12,2015-07-19,0.1192807426594,-5.11562131301169,-4.29100302187587,-1.75976011355685,1.93057212276124,4.45843689753987,5.4623211638548
2,Brandenburg,2015-07-12,2015-07-26,-0.206386075944905,-5.18538395612401,-4.32197499028457,-1.85430423508603,1.77956623777267,4.49437974000993,5.32731545524688
3,Brandenburg,2015-07-12,2015-08-02,0.0238901951024061,-5.58120568550526,-4.60848249162412,-1.82172455047564,1.75854504500018,4.06214723973949,4.86685847546898
4,Brandenburg,2015-07-12,2015-08-09,0.00827386503954772,-4.86877872979153,-4.1901340402636,-1.77981912671359,1.83126714593688,4.33954563453587,4.97543334672904
5,Brandenburg,2015-07-12,2015-08-16,0.112765233900356,-5.22079361144513,-4.31665731086413,-1.73131610658047,1.7692049944734,4.6362365916954,5.71837808205602
6,Brandenburg,2015-07-12,2015-08-23,-0.0266005204102603,-5.39424149499287,-4.64447933125805,-1.81515772263314,1.93442226151252,4.74194917050499,5.60036213733999
1,Bremen,2015-07-12,2015-07-19,0.00181376957159804,-1.13614363429539,-0.922523105205734,-0.364098661405786,0.392333866340465,0.964266265660843,1.17915256139297
2,Bremen,2015-07-12,2015-07-26,-0.0353070557423005,-1.14716532089244,-0.99017869991622,-0.427201851269122,0.362535958734583,0.973884281839043,1.17796658361881
3,Bremen,2015-07-12,2015-08-02,-0.000225895970262768,-1.13280489987716,-0.993596005462431,-0.410430556662313,0.40574993338295,0.989336963382979,1.08994643762897
4,Bremen,2015-07-12,2015-08-09,0.0222958217232859,-1.07682017708018,-0.866259040435407,-0.368918681441824,0.403491675124347,0.968334228134561,1.14728487772999
5,Bremen,2015-07-12,2015-08-16,-0.0119020519678807,-1.1320695827681,-0.956595207001125,-0.394809064345311,0.374674694270519,0.906582771925202,1.14190546622216
6,Bremen,2015-07-12,2015-08-23,-0.0241186318408709,-1.11117544023293,-0.910414838054325,-0.425792005871431,0.348139635045554,0.912229728499887,1.0797525515076
1,Hamburg,2015-07-12,2015-07-19,-0.0781220565165293,-5.91901318316181,-5.42344284808707,-2.31215751915522,2.11216686218026,5.42743967538202,6.58905951336861
2,Hamburg,2015-07-12,2015-07-26,-0.0108333724811209,-6.62083797306199,-5.55716868662873,-2.39468067020827,2.24780165218121,5.52660287186159,6.36231591237985
3,Hamburg,2015-07-12,2015-08-02,0.151977905071885,-6.4114583622566,-5.30199775034226,-2.15363323646609,2.32517189350158,5.17212654119499,6.28318531054405
4,Hamburg,2015-07-12,2015-08-09,0.0237004254449784,-6.90738843807943,-5.72815320840805,-2.21595811636376,2.41366704448059,5.87562790122225,6.67242501703726
5,Hamburg,2015-07-12,2015-08-16,-0.0215498032160383,-6.50287541914874,-5.52162640865527,-2.30058087801389,2.21732559154675,5.67322748717658,6.55124199461154
6,Hamburg,2015-07-12,2015-08-23,0.230254388624732,-6.44192157472324,-5.48402613658556,-2.19668108887444,2.43746997685792,5.64577928967164,6.6447617092784
1,Hesse,2015-07-12,2015-07-19,-0.0645171472662108,-1.97040520785116,-1.71359473788519,-0.710079102780495,0.591069392179395,1.54177680959195,1.86605850390901
2,Hesse,2015-07-12,2015-07-26,0.00843073613431751,-1.93524563080125,-1.66128945293802,-0.642119841370746,0.707481003788934,1.64042225458806,1.81572354158405
3,Hesse,2015-07-12,2015-08-02,0.0338883306599993,-1.97110419354403,-1.67085520977857,-0.66002907151915,0.741829902833032,1.7684671217899,2.1277917045343
4,Hesse,2015-07-12,2015-08-09,0.0195131632069907,-1.8812146683389,-1.62241210186729,-0.619205245318651,0.689649143293235,1.75484800957461,1.97826940493615
5,Hesse,2015-07-12,2015-08-16,0.0901494931562253,-1.80463926574959,-1.52172715379633,-0.595613850009672,0.72792751068235,1.79506649539966,2.12774147704914
6,Hesse,2015-07-12,2015-08-23,0.0318300755271389,-2.02765156204977,-1.70583577846045,-0.645703232171218,0.740367176966523,1.68768588619853,1.97555202977061
1,Mecklenburg-Vorpommern,2015-07-12,2015-07-19,0.00796935898307283,-9.13858414280942,-7.62378308734799,-3.08669004657011,2.78617608198514,7.21961818014892,8.25017248972703
2,Mecklenburg-Vorpommern,2015-07-12,2015-07-26,0.211803044207545,-8.71280391522836,-7.12422292362607,-2.8579375849864,3.38862138581889,7.87139285542059,9.15086808772468
3,Mecklenburg-Vorpommern,2015-07-12,2015-08-02,0.377845275177529,-8.21062594879584,-6.96627437703694,-2.74925198180487,3.31638345745911,7.52613252685204,8.99552192703502
4,Mecklenburg-Vorpommern,2015-07-12,2015-08-09,-0.166774474691226,-9.4556075912524,-7.39318133407123,-3.18441040846114,3.18775768553937,6.93631851322266,8.54288486998034
5,Mecklenburg-Vorpommern,2015-07-12,2015-08-16,-0.035788396559142,-8.36060459486379,-7.16486295203948,-2.80171238382769,2.92476921655651,7.42924649485983,8.44380864518468
6,Mecklenburg-Vorpommern,2015-07-12,2015-08-23,0.0393210770681833,-8.83750504068388,-7.12189475537256,-2.93033881595803,2.90662834116718,6.77793814376896,8.69323324634282
1,Lower Saxony,2015-07-12,2015-07-19,-0.0628857143065277,-2.57526168649519,-2.18615213588217,-0.86019102503424,0.780177064871066,1.99470681763598,2.35771638667932
2,Lower Saxony,2015-07-12,2015-07-26,-0.0587359517085393,-2.41548160260107,-2.02392751733863,-0.82903919533448,0.713427763297003,1.98034271191267,2.31322291146048
3,Lower Saxony,2015-07-12,2015-08-02,0.0487720935316461,-2.31854213574066,-2.06824184444673,-0.806857421771249,0.866528121922113,1.95537034816336,2.52935228138609
4,Lower Saxony,2015-07-12,2015-08-09,0.000485330089566145,-2.25283669063949,-1.91278306665874,-0.784581867081851,0.825072520838312,2.06770167835448,2.53407690780607
5,Lower Saxony,2015-07-12,2015-08-16,0.0237439710609008,-2.27101096808537,-1.98146575786075,-0.839405396462108,0.843180586091163,2.08635256212746,2.47452668547731
6,Lower Saxony,2015-07-12,2015-08-23,-0.0703726080513724,-2.48576685571734,-2.11169764674093,-0.859337887986646,0.817410679012853,1.93694481682835,2.26393858186918
1,North Rhine-Westphalia,2015-07-12,2015-07-19,-0.040947051367962,-1.64868966295207,-1.3568839237819,-0.62635234307906,0.528808655421163,1.39994582391007,1.65949144027374
2,North Rhine-Westphalia,2015-07-12,2015-07-26,0.0119755237681025,-1.62984619414031,-1.41130597040707,-0.580985803306666,0.537277234792203,1.41835852587406,1.67341672358302
3,North Rhine-Westphalia,2015-07-12,2015-08-02,-0.00781810283769771,-1.54748507288824,-1.4063187887643,-0.596013733478728,0.531687764091218,1.34584604362242,1.57772899851863
4,North Rhine-Westphalia,2015-07-12,2015-08-09,0.0450241476128186,-1.81533425205529,-1.50964030152035,-0.534805844357838,0.575174262647583,1.36899939197756,1.68491476416245
5,North Rhine-Westphalia,2015-07-12,2015-08-16,-0.0116202025270068,-1.63481754449978,-1.26842109284699,-0.575412464860119,0.550864942889389,1.40886018191127,1.64561655260426
6,North Rhine-Westphalia,2015-07-12,2015-08-23,0.0868631558717272,-1.56011423175727,-1.296497963539,-0.544181440911781,0.62243426577533,1.42710714362625,1.65719492720571
1,Rhineland-Palatinate,2015-07-12,2015-07-19,-0.0580964084263356,-4.77927670217904,-4.03514064245732,-1.8021195023272,1.53089887035908,3.52809946684824,4.41021543919857
2,Rhineland-Palatinate,2015-07-12,2015-07-26,-0.116067410699885,-4.62444943471022,-3.91442625358872,-1.69808955962903,1.4148148361863,3.49784620628135,4.17366292222621
3,Rhineland-Palatinate,2015-07-12,2015-08-02,-0.021218930767688,-4.92447625298348,-4.05538643197864,-1.7241960765173,1.51378143926924,3.72454602610032,4.25193089377096
4,Rhineland-Palatinate,2015-07-12,2015-08-09,0.0553232586123279,-4.22649717546954,-3.55469099276938,-1.38270727590556,1.63650000522762,4.1482086296342,5.06074999692398
5,Rhineland-Palatinate,2015-07-12,2015-08-16,0.0634279526069726,-4.41155718441814,-3.56785785205905,-1.51938945167766,1.71798542989176,4.24222525116282,4.95793833356859
6,Rhineland-Palatinate,2015-07-12,2015-08-23,0.131271278226385,-4.68756193444885,-3.72344610382519,-1.44608199458318,1.91803155589586,4.12286251088517,5.34119029232427
1,Saarland,2015-07-12,2015-07-19,-0.0884849203671519,-2.09295643132428,-1.79247340861481,-0.787531057084235,0.6136349950365,1.531106208484,1.83639588895182
2,Saarland,2015-07-12,2015-07-26,-0.0156310639804554,-2.17782229842397,-1.81879850464357,-0.735737941509567,0.6817694135379,1.76778760219914,2.10179794944824
