"","Baden.Württemberg","Bavaria","Berlin","Brandenburg","Bremen","Hamburg","Hesse","Mecklenburg.Vorpommern","Lower.Saxony","North.Rhine.Westphalia","Rhineland.Palatinate","Saarland","Saxony","Saxony.Anhalt","Schleswig.Holstein","Thuringia"
"1",0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637,0.00668554544879637
"2",0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831,0.00758400420006831
"3",0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551,0.00694783778264551
"4",0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002,0.00627978349269002
"5",0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611,0.00416082810579611
"6",0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554,0.00567403663395554
"7",0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589,0.00589176762887589
"8",0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087,0.00490106770527087
"9",0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908,0.00438522284146908
"10",0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715,0.00329759745469715
"11",0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477,0.00533595735162477
